PuzzleId,GeneratedThemes
TiLkw,fork long
TiO5I,short
TijEO,long
TjcIP,long
TkD9r,mateIn3 mate attraction sacrifice long
TkTEy,mateIn2 mate backRankMate short
TkiQi,deflection short
TklzM,trappedPiece clearance long
TlPwM,long
TlSrP,short
TllWp,deflection advancedPawn pin promotion short
TlmXG,mateIn1 mate pin oneMove
Tlovv,mateIn2 mate queensideAttack short
Tm2B9,advancedPawn exposedKing long
Tm2Y1,pawnEndgame long
TmDWf,mateIn1 mate oneMove
TmVht,mateIn1 mate kingsideAttack oneMove
Tma3G,mateIn3 mate backRankMate sacrifice long
Tn37j,advancedPawn queenEndgame veryLong
TnFz0,mateIn1 mate kingsideAttack oneMove
TnXQI,advancedPawn quietMove bishopEndgame veryLong
TnY4R,deflection sacrifice fork pin long
TnacP,mateIn1 mate hangingPiece oneMove
Tniyd,long
To0RM,mateIn2 mate sacrifice discoveredAttack kingsideAttack short
To9Py,fork short
ToFon,rookEndgame long
TobKc,mateIn2 mate attraction sacrifice kingsideAttack short
Todoq,short
TogTW,attraction sacrifice fork long
TolOY,short
TowqV,mateIn2 mate kingsideAttack short
ToxhN,long
Tp2sn,mateIn1 mate oneMove
TpPhq,mateIn2 mate short
TpYJP,mateIn1 mate oneMove
Tpbdt,mateIn1 mate rookEndgame oneMove
Tq2oo,mateIn1 mate arabianMate oneMove
TqJM5,mateIn1 mate smotheredMate oneMove
TqRIm,pin veryLong
TqT2C,hangingPiece short
TqVLd,advancedPawn knightEndgame short
TrqXV,advancedPawn exposedKing long
TrqxX,sacrifice fork pin long
Ts54y,mateIn2 mate backRankMate short
Ts9Bu,fork short
TsLeV,long
TsdzU,fork short
Tt88Q,long
Tte6D,mateIn1 mate kingsideAttack oneMove
Ttmrs,mateIn4 mate attraction sacrifice veryLong
Tu0oD,short
Tu5Wk,short
TuZ15,short
TvAuM,short
TvU0B,mateIn1 mate oneMove
TvdRh,quietMove pawnEndgame long
TvzgW,short
Tw0f8,bishopEndgame long
Tw4YM,hangingPiece long
TwBYb,quietMove discoveredAttack long
TwJiR,short
TwMkb,mateIn1 mate pin oneMove
Tx39G,fork short
Tx65m,advancedPawn sacrifice short
Tx8TL,kingsideAttack short
TxCda,fork short
TxHSq,fork long
TxXrh,advancedPawn discoveredAttack exposedKing long
Txb4L,fork short
TxizS,long
Ty0AS,discoveredAttack short
Ty6Lf,mateIn1 mate hangingPiece oneMove
TyDJQ,short
TyXgp,trappedPiece clearance long
TyeRD,mateIn1 mate oneMove
Tyn4N,defensiveMove pawnEndgame short
TyoFh,long
Tz2mP,fork attackingF2F7 short
TzItP,advancedPawn pin clearance promotion veryLong
TzYNp,mateIn3 mate sacrifice long
TzfiJ,short
TzlaI,fork veryLong
TznHE,mateIn2 mate discoveredAttack kingsideAttack short
TzsR0,short
U0cSo,mateIn2 mate short
U0uJA,deflection long
U13xB,short
U15Kp,intermezzo short
U16T2,mateIn3 mate sacrifice kingsideAttack long
U1NIi,mateIn1 mate kingsideAttack oneMove
U1Pwz,mateIn2 mate backRankMate short
U1ShP,mateIn2 mate doubleCheck short
U1dB9,mateIn1 mate rookEndgame oneMove
U1gxN,exposedKing pin long
U1lsG,mateIn1 mate oneMove
U1oKs,sacrifice long
U24Rd,fork short
U29hv,mateIn2 mate clearance kingsideAttack short
U2C44,mateIn1 mate oneMove
U2qI0,attraction deflection long
U2zp3,defensiveMove pin veryLong
U30dJ,quietMove pawnEndgame long
U3HE2,pin queensideAttack short
U3Xuv,mateIn1 mate kingsideAttack oneMove
U3r8Z,short
U3waf,mateIn1 mate attackingF2F7 oneMove
U4MIV,fork short
U4Yue,discoveredAttack pin short
U4hQw,quietMove defensiveMove rookEndgame short
U4uKN,mateIn2 mate short
U57ge,mateIn3 mate backRankMate sacrifice long
U5KDM,fork exposedKing long
U5Qlp,long
U5nYg,clearance short
U5oME,attraction quietMove fork veryLong
U5zmp,pin long
U67CQ,quietMove defensiveMove pin veryLong
U69JU,short
U6Xrw,short
U6zJn,quietMove skewer long
U71zB,mateIn2 mate short
U75pM,mateIn1 mate oneMove
U799H,short
U7Fcv,mateIn2 mate sacrifice pin kingsideAttack short
U7RUE,mateIn2 mate short
U7q5e,skewer short
U7xo7,exposedKing rookEndgame long
U84cp,mateIn2 mate short
U8OsN,deflection short
U8Ys3,mateIn2 mate fork short
U8ZjZ,short
U8bbP,mateIn1 mate oneMove
U8zjD,mateIn1 mate oneMove
U9AX8,mateIn1 mate oneMove
U9Dri,mateIn1 mate kingsideAttack oneMove
U9Tmj,deflection queensideAttack short
U9UKx,hangingPiece short
U9cmS,short
UA1yQ,mateIn2 mate deflection advancedPawn promotion short
UADn2,mateIn1 mate kingsideAttack oneMove
UArUF,mateIn1 mate kingsideAttack oneMove
UAxe0,quietMove short
UBTn1,intermezzo short
UBio6,advancedPawn short
UBmlY,deflection exposedKing pin kingsideAttack veryLong
UC1Cd,mateIn1 mate oneMove
UCAFi,mateIn2 mate short
UCH3q,mateIn1 mate oneMove
UCNeR,mateIn1 mate oneMove
UCb7f,short
UCeQf,mateIn3 mate doubleBishopMate kingsideAttack long
UCh27,mateIn1 mate oneMove
UCpmh,mateIn2 mate discoveredAttack short
UD2wC,pawnEndgame short
UDyl3,short
UEKvA,discoveredAttack long
UEPKZ,clearance long
UEaYT,intermezzo long
UEh6p,mateIn2 mate hookMate short
UEhUB,mateIn1 mate oneMove
UEhdm,short
UEqsq,attraction pin long
UErrm,mateIn2 mate kingsideAttack short
UF1HX,skewer rookEndgame short
UFe4F,mateIn1 mate oneMove
UFgNb,fork short
UFkiU,mateIn2 mate short
UGKfm,sacrifice fork short
UHNd7,kingsideAttack veryLong
UHdli,short
UHq7H,discoveredAttack short
UILXa,trappedPiece short
UIb5D,pawnEndgame veryLong
UInVO,mateIn2 mate attraction sacrifice kingsideAttack short
UJHf3,advancedPawn long
UJY74,mateIn1 mate backRankMate oneMove
UJlCN,kingsideAttack short
UKEZP,long
UKct5,capturingDefender long
UKgRN,bishopEndgame short
UKhqw,sacrifice discoveredAttack veryLong
UKrhe,queensideAttack long
UKspT,short
ULMFC,advancedPawn promotion short
ULkoS,mateIn2 mate kingsideAttack short
UMLAD,exposedKing kingsideAttack long
UMP2A,advancedPawn short
UMW9T,mateIn3 mate long
UNBQ1,pin short
UNT7A,long
UNeWH,mateIn1 mate oneMove
UNi60,mateIn1 mate kingsideAttack oneMove
UNjJ7,pin short
UNxi0,mateIn1 mate oneMove
UO4a8,mateIn1 mate bodenMate oneMove
UOJI5,mateIn1 mate oneMove
UOLAD,quietMove defensiveMove pawnEndgame long
UOQEu,mateIn2 mate attackingF2F7 short
UOR1o,long
UP43r,defensiveMove fork long
UP6yZ,advancedPawn rookEndgame veryLong
UPUhO,mateIn1 mate smotheredMate oneMove
UQ1PM,attraction long
UQHSr,attraction deflection fork collinearMove long
UQWEo,long
UQcEk,deflection advancedPawn promotion short
UQlwg,fork short
UQq4y,mateIn2 mate backRankMate short
UQwNI,fork long
UR2qf,fork veryLong
UR63d,fork short
URApr,fork long
UROBh,mateIn2 mate backRankMate short
URRER,pin long
URc8K,mateIn1 mate oneMove
URfcl,short
USbD4,deflection short
UT05c,veryLong
UTLee,mateIn1 mate oneMove
UUDqQ,mateIn1 mate oneMove
UUQtg,short
UUvoi,short
UUwxW,skewer short
UV1dl,mateIn2 mate short
UVIJs,long
UVOB1,short
UVfwj,mateIn2 mate short
UVtA5,quietMove long
UW1vQ,mateIn1 mate advancedPawn promotion oneMove
UWbAs,deflection short
UWeFT,sacrifice fork veryLong
UWomD,long
UX9wQ,pin clearance long
UXCFH,short
UXCS1,fork short
UY75C,defensiveMove trappedPiece pin long
UYCqx,mateIn1 mate oneMove
UYafm,mateIn2 mate kingsideAttack short
UZ0Xm,pin short
UZ1qe,deflection long
UZBEX,defensiveMove queenEndgame short
UZD7N,mateIn1 mate oneMove
UZIL5,discoveredAttack rookEndgame short
UZeqS,mateIn1 mate rookEndgame oneMove
UZi3Y,mateIn1 mate oneMove
UZvEK,bishopEndgame short
UaAxb,mateIn1 mate oneMove
UaGJU,advancedPawn sacrifice long
UaUKU,fork short
UaWDK,fork short
UaaA2,advancedPawn defensiveMove sacrifice veryLong
UbEeU,deflection advancedPawn promotion long
UbUhZ,mateIn2 mate sacrifice short
Ubdrh,mateIn2 mate backRankMate sacrifice short
UbiHM,discoveredAttack short
UcGTK,short
UcOyz,skewer pin long
UcSun,short
UcX30,mateIn3 mate attraction sacrifice long
Ucamj,attraction sacrifice fork long
UclWv,hangingPiece long
Ue2LY,mateIn2 mate rookEndgame short
Ue60M,defensiveMove short
UeF2o,mateIn2 mate backRankMate short
Uf4EY,fork short
Uf8jO,mateIn2 mate backRankMate xRayAttack short
UfFp6,mateIn1 mate kingsideAttack oneMove
Ufap9,long
Ufiwt,fork short
Ufm89,discoveredAttack long
Ufu0k,clearance bishopEndgame long
Ug0LT,long
Ug3JV,fork short
Ug7pM,short
Ugb6r,pawnEndgame long
Ugh1L,deflection advancedPawn promotion veryLong
Ugib4,mateIn2 mate sacrifice short
Ugnc6,mateIn2 mate backRankMate short
Ugw7s,mateIn2 mate kingsideAttack short
Uh2d5,mateIn2 mate rookEndgame short
UhXBg,sacrifice discoveredAttack veryLong
UhXRZ,short
Uhmnl,sacrifice discoveredAttack attackingF2F7 long
UiGBO,deflection quietMove discoveredAttack veryLong
UiP89,mateIn2 mate rookEndgame short
Uia6y,deflection pin veryLong
UirvH,mateIn3 mate backRankMate sacrifice long
UjF5C,defensiveMove bishopEndgame long
UjWCQ,mateIn2 mate sacrifice pin short
UjeDx,attraction deflection short
Uk3Ur,mateIn1 mate smotheredMate oneMove
Uk87Q,mateIn3 mate backRankMate sacrifice long
UkS0v,mateIn1 mate kingsideAttack oneMove
UkjvZ,exposedKing skewer queensideAttack long
UkpFF,mateIn2 mate doubleCheck short
Ukv7E,mateIn1 mate kingsideAttack oneMove
UkzrW,short
Ulhgd,attraction sacrifice fork long
UllCs,attraction deflection long
UmcpQ,long
UmrOJ,mateIn3 mate long
Un6CC,long
Un823,discoveredAttack long
Un9dK,long
Unjp7,defensiveMove pawnEndgame short
UoS1H,skewer short
UoTdO,quietMove veryLong
UoXgw,mateIn1 mate oneMove
UopMF,fork short
UotOY,short
Up8Xc,hangingPiece veryLong
UpKI7,mateIn1 mate attackingF2F7 oneMove
UpRzQ,deflection long
UpXoh,mateIn1 mate queenRookEndgame oneMove
UqazU,pin long
Uqemk,long
Uqhu1,pin short
UqiqZ,mateIn1 mate backRankMate oneMove
Ur1jh,fork pin short
Ur6LN,mateIn2 mate kingsideAttack short
UrFSx,advancedPawn rookEndgame veryLong
UrilD,mateIn2 mate short
Us9cS,mateIn2 mate short
UsHTY,advancedPawn bishopEndgame long
UsUN0,mateIn2 mate kingsideAttack short
UsrrJ,exposedKing long
UsxlO,fork short
UszVM,mateIn2 mate discoveredAttack kingsideAttack short
UtATK,mateIn3 mate sacrifice clearance long
UtVBM,rookEndgame short
UtwPh,mateIn1 mate oneMove
Uu2lo,knightEndgame long
Uu7NO,mateIn1 mate oneMove
Uu9PS,mateIn2 mate short
UuDnx,advancedPawn rookEndgame long
UuQxe,mateIn2 mate rookEndgame short
UuR0w,attraction sacrifice fork rookEndgame long
UuboB,hangingPiece short
UvAM3,pin veryLong
UvSlF,long
UvrD4,long
UvsjF,mateIn1 mate kingsideAttack oneMove
Uvybr,mateIn1 mate rookEndgame oneMove
UwC3Y,mateIn1 mate oneMove
UwMRc,exposedKing kingsideAttack long
UwN6u,mateIn1 mate oneMove
UwUkA,mateIn3 mate doubleCheck fork long
UwgQ2,mateIn2 mate short
UwmJZ,mateIn4 mate attraction sacrifice kingsideAttack veryLong
Uwywb,mateIn2 mate short
Ux2yE,mateIn1 mate oneMove
UxBGN,trappedPiece short
Uxjdh,skewer long
Uxukq,long
Uy1eW,mateIn3 mate long
Uy2qV,quietMove long
Uy3aO,hangingPiece short
UyAGQ,fork long
UyBsH,clearance long
UyNlE,intermezzo long
UyXOH,attraction sacrifice fork veryLong
UywCP,advancedPawn veryLong
Uz0zZ,mateIn2 mate hookMate fork short
UzTmc,mateIn2 mate queensideAttack short
UzxUv,mateIn2 mate backRankMate short
UzyCf,fork short
V03vA,fork short
V0fmx,mateIn2 mate anastasiaMate attraction sacrifice short
V0gut,rookEndgame short
V1Fvy,mateIn1 mate attackingF2F7 oneMove
V273l,quietMove pawnEndgame long
V2kaP,mateIn2 mate rookEndgame short
V2zoX,deflection pin short
V3WKS,discoveredAttack short
V40gd,mateIn2 mate rookEndgame short
V41U9,fork long
V4AB4,hangingPiece short
V4D8U,mateIn2 mate sacrifice short
V4MqP,pin short
V4jg9,advancedPawn fork knightEndgame short
V5BYd,short
V5Y7A,mateIn3 mate long
V5YkT,mateIn1 mate backRankMate hangingPiece oneMove
V5axo,short
V5k28,short
V5yQI,mateIn1 mate oneMove
V63YF,mateIn3 mate fork queenEndgame long
V69a8,attraction veryLong
V6BHK,mateIn2 mate sacrifice discoveredAttack kingsideAttack short
V6C3a,deflection long
V6GHl,short
V6JQu,defensiveMove short
V6wsh,discoveredAttack pin long
V7Aqj,defensiveMove short
V7FgP,discoveredAttack short
V8CSH,advancedPawn rookEndgame veryLong
V8Gbv,attraction defensiveMove long
V8Sxt,mateIn1 mate kingsideAttack oneMove
V8gLn,mateIn2 mate fork short
V9HnX,mateIn3 mate sacrifice kingsideAttack long
V9R3B,mateIn2 mate short
V9RgD,queenRookEndgame short
V9yDX,mateIn2 mate sacrifice discoveredAttack kingsideAttack short
VATRu,advancedPawn long
VAVIA,mateIn1 mate oneMove
VAcEK,mateIn1 mate oneMove
VAt4t,mateIn1 mate oneMove
VBFw6,mateIn2 mate attraction sacrifice short
VBd17,short
VBpKM,mateIn1 mate oneMove
VC5s8,long
VC7If,mateIn1 mate oneMove
VCbM3,mateIn2 mate advancedPawn kingsideAttack short
VCdXX,mateIn1 mate oneMove
VCjis,mateIn3 mate deflection fork long
VCnij,attraction kingsideAttack short
VCqR9,mateIn1 mate oneMove
VCr4H,attraction fork long
VCzEH,discoveredAttack short
VCzwz,defensiveMove fork long
VDAqa,quietMove short
VDXWd,sacrifice fork exposedKing pin veryLong
VDfCd,mateIn1 mate oneMove
VDoiO,defensiveMove veryLong
VDzTf,mateIn2 mate short
VED5L,mateIn2 mate interference short
VERks,short
VESgg,mateIn1 mate oneMove
VEVGZ,long
VEfBT,fork long
VF9Pq,bishopEndgame short
VFaVJ,short
VFeN2,interference pin long
VFecb,exposedKing long
VGAbN,long
VGBMq,mateIn1 mate oneMove
VGWVu,defensiveMove pawnEndgame long
VGXnk,mateIn1 mate oneMove
VGYPg,advancedPawn promotion bishopEndgame long
VGftm,kingsideAttack long
VGuXz,advancedPawn doubleCheck exposedKing skewer kingsideAttack veryLong
VH289,short
VH9U9,short
VHC3D,hangingPiece short
VHG6q,mateIn1 mate queenRookEndgame oneMove
VHI6I,pin short
VHY9Q,mateIn2 mate fork short
VHbgn,quietMove defensiveMove pawnEndgame short
VHbrb,short
VHlTf,pawnEndgame short
VHutc,mateIn1 mate oneMove
VI8B3,mateIn1 mate oneMove
VIAuL,fork short
VIBv8,attraction deflection long
VIZfr,short
VIgx7,quietMove long
VJAVq,mateIn2 mate queensideAttack short
VJl8K,fork short
VJlIk,deflection fork exposedKing veryLong
VJsj7,pin short
VJyAg,mateIn1 mate oneMove
VK2d7,discoveredAttack short
VKBtf,mateIn1 mate discoveredAttack oneMove
VKgT5,mateIn2 mate attraction advancedPawn doubleCheck short
VKyIh,mateIn1 mate queensideAttack oneMove
VLY7r,mateIn1 mate oneMove
VLcZy,rookEndgame long
VLiMD,long
VM0hu,advancedPawn pawnEndgame long
VM6iB,fork veryLong
VMpdK,mateIn1 mate kingsideAttack oneMove
VMwm9,mateIn2 mate fork hangingPiece short
VNA9f,mateIn2 mate short
VNXPP,sacrifice long
VNbmq,mateIn2 mate short
VOEW0,mateIn2 mate short
VOLSS,advancedPawn short
VOWoi,fork short
VP2Ba,quietMove sacrifice exposedKing long
VPH42,mateIn2 mate smotheredMate sacrifice kingsideAttack short
VPHFS,advancedPawn defensiveMove sacrifice discoveredAttack long
VPQCv,sacrifice pawnEndgame long
VPZ42,mateIn2 mate kingsideAttack short
VQ4gZ,advancedPawn defensiveMove exposedKing bishopEndgame veryLong
VQbfY,attraction sacrifice discoveredAttack long
VQgqu,long
VQnt1,skewer rookEndgame short
VR3uA,mateIn2 mate anastasiaMate short
VRCi3,mateIn1 mate oneMove
VRGkG,short
VROP2,skewer short
VSMfR,deflection short
VSwMx,mateIn1 mate oneMove
VTJuy,short
VTWPz,defensiveMove fork short
VTWlo,long
VTnhJ,kingsideAttack long
VToVr,long
VUCCi,short
VULnT,mateIn1 mate queensideAttack oneMove
VUO4V,mateIn1 mate kingsideAttack oneMove
VUY7u,short
VV2R5,long
VVSMz,mateIn2 mate sacrifice clearance short
VVX9S,advancedPawn promotion short
VVdnv,short
VVgtY,xRayAttack long
VVpaE,deflection queensideAttack long
VVyqU,pawnEndgame long
VWM51,attraction veryLong
VWdMj,mateIn3 mate kingsideAttack long
VWgcC,sacrifice discoveredAttack long
VX8mo,mateIn1 mate oneMove
VXdJz,discoveredAttack short
VXlbR,advancedPawn short
VXnMj,hangingPiece short
VXr0u,deflection advancedPawn discoveredAttack promotion long
VXwl9,fork short
VXxYR,defensiveMove long
VY8Ty,mateIn1 mate oneMove
VYB7L,defensiveMove long
VYJb4,rookEndgame long
VYSrI,deflection long
VYgvH,deflection long
VYitj,attraction advancedPawn promotion long
VZ7A9,mateIn3 mate backRankMate sacrifice long
VZqZd,mateIn2 mate short
VaKMn,intermezzo long
VaVWI,long
Vaa6h,short
Vb6su,pawnEndgame short
Vb7TF,long
VbIU2,mateIn1 mate oneMove
VbL6V,exposedKing pin long
Vbst6,mateIn1 mate kingsideAttack oneMove
Vc8a4,mateIn1 mate oneMove
VcMFv,mateIn1 mate smotheredMate oneMove
VcMHI,mateIn1 mate arabianMate oneMove
VcZuR,short
Vcbzn,kingsideAttack short
Vcfn3,short
Vcg4i,knightEndgame short
Vcqb9,short
VcxFZ,fork short
Vd70U,mateIn2 mate kingsideAttack short
VdItH,fork short
VdKFQ,fork short
VdSxQ,short
VdUQ4,mateIn1 mate rookEndgame oneMove
VdiWX,short
Ve7LT,kingsideAttack short
VeBYK,advancedPawn defensiveMove short
VeC0I,mateIn2 mate short
VeG4z,mateIn1 mate kingsideAttack oneMove
VeHzO,mateIn1 mate oneMove
VeUvQ,mateIn2 mate short
Veavh,long
VeupD,long
Vf0sf,long
VfB1I,mateIn2 mate fork short
VfBQz,pawnEndgame long
VfCUT,mateIn1 mate smotheredMate oneMove
VfN1C,mateIn3 mate long
VfQVc,mateIn1 mate oneMove
VfSh0,advancedPawn promotion queenEndgame veryLong
Vg3ty,mateIn2 mate deflection short
Vg7Rw,mateIn2 mate rookEndgame short
VgMZm,rookEndgame veryLong
VgUzS,pin short
Vh2Q4,mateIn1 mate oneMove
VhHdE,skewer short
VhLo9,skewer rookEndgame short
VhYK5,mateIn1 mate oneMove
VhbyE,attraction sacrifice fork long
VhiNU,exposedKing veryLong
ViI9J,defensiveMove rookEndgame long
VijKL,xRayAttack long
VijMp,attraction sacrifice kingsideAttack long
Viuen,veryLong
ViwVq,mateIn1 mate oneMove
Vj14m,mateIn1 mate oneMove
Vj6hH,mateIn1 mate oneMove
VjGX6,advancedPawn bishopEndgame long
VjMoI,mateIn2 mate sacrifice short
VjX4B,queenEndgame short
VjgCB,mateIn2 mate sacrifice short
Vjtto,short
VkPZU,discoveredAttack short
VkQLy,discoveredAttack short
Vl5zD,short
VlMWX,pin short
VlQ1G,mateIn1 mate oneMove
VlTRU,veryLong
VldEx,mateIn1 mate oneMove
Vltrl,mateIn2 mate short
Vm0nv,discoveredAttack short
Vm6w0,advancedPawn pin short
VmUg6,hangingPiece short
VmhU2,mateIn4 mate veryLong
VmmPM,exposedKing pin long
Vn9fp,short
VnKJr,short
VnSEV,short
VnUFf,mateIn1 mate kingsideAttack oneMove
VnimJ,fork long
VoJT9,short
VoVak,mateIn1 mate rookEndgame oneMove
Voi44,short
VprOQ,mateIn1 mate oneMove
VpsMw,advancedPawn short
VqZ4S,mateIn1 mate oneMove
VqhwE,queenRookEndgame short
VquQb,mateIn2 mate short
Vr1NZ,mateIn4 mate sacrifice veryLong
VrJqO,mateIn1 mate kingsideAttack oneMove
VrVVf,mateIn1 mate oneMove
Vs5xZ,short
VsJSJ,sacrifice long
Vstbl,mateIn1 mate oneMove
Vt7iQ,mateIn3 mate exposedKing long
VtTbt,mateIn2 mate queensideAttack short
VtgZP,mateIn3 mate sacrifice kingsideAttack long
Vtink,quietMove pawnEndgame long
Vtquw,fork short
VtsU7,long
VuNKM,kingsideAttack long
VuWkV,defensiveMove long
VufgE,advancedPawn discoveredAttack long
Vuv2m,mateIn1 mate oneMove
VvF72,mateIn2 mate deflection queenRookEndgame short
VvO3o,mateIn2 mate short
VvVWC,hangingPiece short
Vvcku,mateIn1 mate oneMove
Vvg12,defensiveMove long
VvvBv,mateIn1 mate queensideAttack oneMove
Vw2dP,fork short
VwOA4,mateIn2 mate kingsideAttack short
VwapO,defensiveMove hangingPiece short
VwefO,attraction sacrifice fork long
VwtsF,skewer rookEndgame short
Vx6zs,defensiveMove pawnEndgame long
Vx72L,mateIn1 mate kingsideAttack oneMove
VxHk5,mateIn1 mate kingsideAttack oneMove
VxX7o,fork long
VxocV,quietMove long
VxwJy,mateIn1 mate oneMove
VyLa8,rookEndgame short
VyUf4,bishopEndgame short
VyVZd,short
Vyk8c,rookEndgame long
VynYj,mateIn2 mate short
Vyr3Z,deflection discoveredAttack long
VzICL,mateIn1 mate oneMove
VzKM5,long
VzhS3,mateIn2 mate advancedPawn promotion short
VznqD,queenEndgame long
VzpmB,fork short
W00Hd,short
W0CD4,quietMove pin long
W0RCq,mateIn1 mate oneMove
W13bz,mateIn1 mate attackingF2F7 oneMove
W14CS,pin long
W1Mii,attraction deflection exposedKing long
W1R1a,fork short
W1VTx,mateIn2 mate short
W1gfG,short
W1hED,fork long
W1nYB,sacrifice fork veryLong
W2Laz,fork short
W2mL8,short
W2rqx,deflection fork exposedKing pin veryLong
W2sMi,discoveredAttack kingsideAttack long
W2tTU,queenRookEndgame short
W2vJ8,mateIn1 mate oneMove
W37vC,advancedPawn fork short
W44aH,short
W4OQI,short
W4Pov,trappedPiece pin long
W4Roo,mateIn3 mate backRankMate sacrifice long
W4XO7,long
W4p0d,mateIn1 mate oneMove
W4pTj,mateIn1 mate kingsideAttack oneMove
