PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate,GameDate
YvWVK,k2rr3/qp3pp1/p1nb2p1/3N4/1P1nN2P/P4P2/1KPQ1B2/1R2R3 b - - 1 29,d4f3 e4d6 f3d2 d5c7 a8b8 f2a7,1770,174,100,24,middlegame,https://lichess.org/erTuMpKR/black#58,,,2026-06-08
YvcbV,6k1/5p1p/6p1/8/1P1B4/2P5/r2r1PPK/4R3 b - - 2 23,h7h5 e1e8 g8h7 e8h8,873,98,100,52,endgame,https://lichess.org/8G3HZLU5/black#46,,,2026-06-03
Yvd7K,7Q/1p1nkpp1/8/1p5p/p3P3/P1q2K1P/2P2PP1/3R3R w - - 4 26,f3f4 g7g5 f4g5 c3h8,1737,169,100,17,endgame,https://lichess.org/HHcq3y8s#51,,,2026-06-08
Yvsv2,1r3rk1/5ppp/n2p1b2/q2Pp3/4Q3/P4N1P/2B2PP1/1R1R2K1 b - - 1 26,a6c5 e4h7,592,265,100,10,middlegame,https://lichess.org/JQURhWwO/black#52,,,2026-06-07
YvxgJ,6R1/8/2K5/5k1P/5rp1/8/8/8 b - - 3 67,f4f1 g8f8 f5g5 f8f1,1146,111,100,35,endgame,https://lichess.org/PuoTFLKn/black#134,,,2026-06-06
Yw1I4,4r3/p4k1p/Pb1R1p1B/1P1p1P2/4p1Pp/8/8/5K2 b - - 1 33,e8d8 d6d8 b6d8 h6e3,1778,100,100,18,endgame,https://lichess.org/fDwvKgq3/black#66,,,2026-06-07
YwPoe,6k1/pb6/1p4p1/2p2p2/4p2p/P1P1P2P/1PQ1NPPq/5K2 w - - 2 32,c2d2 h2h1 e2g1 b7a6,1230,161,100,59,endgame,https://lichess.org/JdpK8rGn#63,,,2026-06-01
YwQ2e,8/3kp3/6p1/7p/7P/4RRPK/3q4/8 b - - 4 77,d2d1 e3d3 d1d3 f3d3,1043,126,100,17,endgame master,https://lichess.org/BKX6xGTr/black#154,,,2026-06-04
YwTuB,8/nppr3p/p1k3p1/4Bp2/P1R5/5P2/1PK2P1P/8 b - - 4 28,c6b6 e5c7 d7c7 a4a5 b6a5 c4c7,2068,82,100,49,endgame,https://lichess.org/W9nmRgsV/black#56,,,2026-06-03
Ywt3p,2kr3N/6pp/p7/bp2p1B1/8/1Q1q4/Pp3PPP/R5K1 w - - 0 26,b3b2 d3d1 a1d1 d8d1,1046,110,100,26,middlegame,https://lichess.org/0e45Nu73#51,,,2026-06-08
Yy47n,6k1/6p1/p3p1r1/3p3p/1P3q1p/1QP1NP1P/P4P2/6KR w - - 4 35,e3g2 f4g5 g1f1 g5g2,1944,202,100,18,endgame,https://lichess.org/1Xq1333L#69,,,2026-06-05
YyCki,3rq3/ppk1r3/2p5/2Q5/6B1/2N1B1b1/PPP1K1P1/8 b - - 8 29,g3f4 c3b5 c7b8 c5a7,2006,350,100,1,middlegame,https://lichess.org/8vsjw9pe/black#58,,,2026-06-08
YyDiZ,1r6/p3k2R/b2p1p2/p1pPp1p1/4P3/P1P1BPP1/8/4K3 b - - 2 30,e7e8 h7h8 e8d7 h8b8,1258,284,100,12,endgame master masterVsMaster,https://lichess.org/AnNf1A2S/black#60,,,2026-06-07
YyRvA,8/P2R4/1r6/2k1ppp1/7p/R6P/7r/5K2 w - - 1 51,a7a8q b6b1 d7d1 b1d1,1047,92,100,50,endgame,https://lichess.org/tyFEzcUw#101,,,2026-06-01
YyUmA,rnb1k2r/pppp1ppp/8/2b1q3/8/5Pn1/PPPPB1PP/RNBQ1R1K w kq - 4 8,h2g3 e5h5,1106,120,100,14,opening,https://lichess.org/vMaptLEr#15,Petrovs_Defense Petrovs_Defense_Damiano_Variation,,2026-06-05
YyWbu,8/8/2R5/5ppk/6P1/5K1P/r4P2/8 b - - 0 50,f5g4 h3g4 h5h4 c6h6,1094,101,100,41,endgame master masterVsMaster,https://lichess.org/8NZ3UxLi/black#100,,,2026-06-03
Yz9Ae,8/1p6/1p2k3/2b1P1pp/2P1RP2/1P4P1/P3R1K1/6r1 w - - 1 37,g2f3 g5g4,1125,240,100,19,endgame,https://lichess.org/TfjI97UH#73,,,2026-06-08
YzDpE,2rq1rk1/1p2bppp/p3bn2/3N4/3Q4/1P4P1/PB2PPBP/3R1RK1 b - - 0 14,f6d5 d4g7,988,83,100,70,middlegame,https://lichess.org/ITgcOfEY/black#28,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_English_Variation,,2026-06-03
YzJx7,8/8/6k1/3R4/5p1P/5Pp1/1r4K1/8 w - - 1 62,g2h3 b2h2 h3g4 g3g2 d5g5 g6f6,1527,79,100,126,endgame,https://lichess.org/S9i93cti#123,,,2026-06-04
Yzbyx,5rk1/pp5r/6q1/3p1NP1/4nRQ1/2P1B2p/PP5K/8 b - - 2 34,e4d6 f5h6 h7h6 g5h6,2132,82,100,59,middlegame,https://lichess.org/rs0OHGgM/black#68,,,2026-06-01
Yzde5,R7/P7/8/8/2p1K3/2P4p/7k/r7 b - - 1 48,h2h1 a8h8 a1a7 h8h3,2135,109,100,24,endgame,https://lichess.org/6atUGzpQ/black#96,,,2026-06-07
YzkQx,8/7p/1P4k1/P6r/4pK2/5p2/4r2P/1R5R w - - 6 48,b6b7 h5f5 f4g4 e2g2 g4h4 f5h5,1275,125,100,13,endgame master,https://lichess.org/2AvN3L24#95,,,2026-06-08
YzztA,r2qkb1r/pp1bnp1p/2n1p1pP/1N1p4/3P2P1/4P3/PP3PB1/R1BQK1NR b KQkq - 2 11,c6e5 b5d6,1402,235,100,2,middlegame,https://lichess.org/2nUJtUqQ/black#22,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations,,2026-06-05
Z08ZR,2r1r2k/p4pq1/1p1n1Np1/3P4/1P1Q1P2/5BP1/P6P/3R3K b - - 8 36,c8c2 f6e8 g7d4 d1d4,1107,162,100,19,middlegame,https://lichess.org/EWNX9FOu/black#72,,,2026-06-03
Z0meV,8/3R2p1/2r2k2/2P4p/1K6/4p3/6PP/8 w - - 0 37,d7d3 e3e2 d3f3 f6e7 f3e3 c6e6 e3e2 e6e2,2014,84,100,39,endgame,https://lichess.org/SN1MDuRZ#73,,,2026-06-06
Z0xDL,6k1/pp3p2/4qbpQ/3p4/3P2p1/2P2P2/PP3K2/7R w - - 4 32,h1e1 g4g3 f2f1 g3g2 f1g2 e6e1,1595,78,100,100,endgame,https://lichess.org/DVDMCH9b#63,,,2026-06-05
Z1Bdv,rn6/2qkbpQ1/p2p3P/4p1n1/1p1NR3/8/PPP3P1/1NK2B2 b - - 0 22,e5d4 e4e7 d7e7 g7g5,1582,82,100,78,middlegame,https://lichess.org/Q99sjXZN/black#44,,,2026-06-04
Z1Dn7,r4rk1/p4ppp/2p1b3/1p1pn1q1/3Q4/2P1PB1P/PP1N1PP1/R1B1K2R w KQ - 7 16,d4f4 e5d3 e1f1 d3f4,1404,86,100,94,middlegame,https://lichess.org/2JdtrHqB#31,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,,2026-06-04
Z1wCa,5r2/6p1/p5k1/3p4/P5P1/1pP1RpK1/1P1Rb3/8 w - - 5 41,d2d5 f3f2 d5f5 f2f1q f5f1 e2f1,1761,117,82,33,endgame,https://lichess.org/K5MkmVtP#81,,,2026-06-03
Z21QM,2r1nrk1/1bq2pbp/p3p1p1/Pp6/4NB2/1B3Q2/1P3PPP/R2R2K1 b - - 0 20,c7c6 a1c1 c6e4 f3e4 b7e4 c1c8,1854,74,100,94,middlegame,https://lichess.org/dPEHh5EO/black#40,,,2026-06-03
Z2dlb,2r3k1/5pp1/4p2p/1P1p4/3P1q2/2PB3Q/3n1PPP/3R2K1 b - - 0 25,c8c3 d3h7 g8h7 h3c3,1479,79,100,57,endgame,https://lichess.org/DZQwepjh/black#50,,,2026-06-08
Z2sk7,6k1/ppq2rp1/6Bp/nP6/5n2/Q1P5/P4PPP/4R1K1 b - - 0 24,f7f8 a3f8 g8f8 e1e8,1513,79,100,68,middlegame,https://lichess.org/4Lmz15zU/black#48,,,2026-06-04
Z302C,8/p7/7p/5kpP/1PR3r1/P4p2/7P/7K w - - 9 47,c4g4 f5g4 h1g1 g4h3 a3a4 g5g4 b4b5 f3f2 g1f2 h3h2,2244,90,82,108,endgame,https://lichess.org/hDtD8Ru7#93,,,2026-06-02
Z30C4,r4rk1/ppb2p1p/3q1p2/3Nn3/7N/8/PP2QPPP/3R1RK1 w - - 1 19,h4f5 e5f3 g2f3 d6h2,1037,82,100,66,middlegame,https://lichess.org/REadR2MJ#37,,,2026-06-01
Z3OIb,1r4k1/3Q1ppp/2p4q/p1PpP3/P3r3/4P1bP/6P1/R1B2RK1 b - - 0 26,g3e5 d7f7 g8h8 f7f8 b8f8 f1f8,828,114,100,30,middlegame,https://lichess.org/ydAgfyni/black#52,,,2026-06-02
Z3OYI,4rk2/2Q1bp2/3p1ppp/8/7q/8/PPP1R3/1K2R3 w - - 9 34,e2e7 h4e1 e7e1 e8e1,1110,77,100,56,endgame,https://lichess.org/FWWIdwRe#67,,,2026-06-05
Z3PUA,5r2/p1Q5/3r1bkp/5bp1/2B1p1p1/4P3/P3K3/8 b - - 1 30,f8d8 c7f7,1011,200,100,3,endgame master,https://lichess.org/koYbFHtE/black#60,,,2026-06-04
Z4LKg,8/5kp1/1P3p1p/3N4/2K5/5P1P/3r4/8 b - - 4 41,f7e6 b6b7 d2d5 b7b8q,1659,80,100,70,endgame,https://lichess.org/2L5fSzti/black#82,,,2026-06-02
Z4zlk,1knR2R1/1pp2B1p/5r2/p7/N4P2/PP2b3/5r1P/1K6 b - - 3 29,f6f7 d8c8 b8a7 c8a8,1146,241,100,21,master middlegame,https://lichess.org/HUlX0MTQ/black#58,,,2026-06-06
Z5LVB,2k3r1/1pp1Q1p1/p2p1p1p/3P4/7q/8/PPP3PP/1K1R4 b - - 0 24,h4h2 e7e6 c8b8 e6g8,984,160,100,12,endgame,https://lichess.org/K0gQuUTt/black#48,,,2026-06-04
Z5bUH,r2qkb1r/pp1npppp/2pp1n2/6N1/2BP1Bb1/4P3/PPP2PPP/RN1QK2R b KQkq - 5 6,g4d1 c4f7,1031,98,100,22,opening,https://lichess.org/x6U77BT9/black#12,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,,2026-06-03
Z5tN2,8/3Q4/2p5/1pP2kp1/pq3n2/5P1P/6P1/7K b - - 1 58,f5e5 d7d6 e5f5 g2g4,1250,123,100,44,endgame,https://lichess.org/5ylGsdOz/black#116,,,2026-06-03
Z5y9o,5Q2/ppp5/3k4/3P4/8/6K1/q6P/8 b - - 3 49,d6e5 f8f4 e5d5 f4f7 d5e4 f7a2,1644,76,100,71,endgame,https://lichess.org/DYxOj45f/black#98,,,2026-06-02
Z6b2N,8/8/8/p5p1/6P1/1P1K4/k7/8 w - - 0 46,d3c3 a2b1 c3c4 b1c2 c4b5 c2b3,2130,91,67,40,endgame,https://lichess.org/xGwZgQxx#91,,,2026-06-04
Z6cc0,r1bqkb1r/pp1pnppp/4p3/1Np5/4P3/3P1N2/PPP2PPP/R1BQ1RK1 b kq - 0 7,a7a6 b5d6,826,148,100,13,opening,https://lichess.org/1UDupnwD/black#14,Sicilian_Defense Sicilian_Defense_Closed,,2026-06-03
Z6d7G,4r2k/Q2R2p1/7p/1p6/8/1B3qP1/PPP2P1P/4rRK1 w - - 1 25,d7g7 e1f1 g1f1 f3h1,1541,94,100,65,middlegame,https://lichess.org/a6HjrhE0#49,,,2026-06-01
Z6diB,4r1k1/2q2ppp/R2b1p2/8/1p1P4/2PB1Q1P/1P3PP1/6K1 w - - 7 30,a6c6 e8e1 d3f1 d6h2 g1h1 e1f1,1199,127,100,28,endgame,https://lichess.org/SVRFN06D#59,,,2026-06-04
Z6gs3,5r1k/pp2R1p1/2r2pbp/3p4/8/P2B4/1P3PPP/RN4K1 w - - 0 21,d3g6 c6c1 e7e1 c1e1,885,104,100,28,endgame,https://lichess.org/vUJ3fKdo#41,,,2026-06-01
Z6ncl,r3r2k/q3P1p1/p1R1Q2p/1p3p2/3p4/PP4P1/1BPb3P/3R3K b - - 4 29,e8e7 c6c8 a8c8 e6c8 h8h7 d1d2,1933,225,100,18,middlegame,https://lichess.org/O85zK8nD/black#58,,,2026-06-08
Z7ADs,r5k1/1p1bqp1n/2pp2p1/8/p1PBrPP1/P4B2/1P4K1/2RQ3R b - - 3 28,e4f4 h1h7 f4d4 d1d4 e7e5 d4e5,1562,91,100,98,middlegame,https://lichess.org/xDBr5RdW/black#56,,,2026-06-02
Z7B5l,r3kb1r/1pq2ppp/p3b3/2p5/3n2n1/2NP1N2/PPP2PPP/R1BQRBK1 w kq - 1 11,f3d4 c7h2,1203,84,100,52,opening,https://lichess.org/EftmJ6SO#21,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,,2026-06-06
Z7K1F,r1b2rk1/p2p1p1p/1qn1pBp1/p3P3/4P3/3B1Q1P/P5P1/5R1K b - - 5 18,b6d4 f3f4 d4e5 f6e5 c6e5 f4e5,1809,131,100,12,middlegame,https://lichess.org/1tneKxwH/black#36,Modern_Defense Modern_Defense_Three_Pawns_Attack,,2026-06-03
Z7NWw,8/8/p3R2P/1p3p2/5P2/2r1PkP1/8/6K1 b - - 0 42,f3g3 e6g6 g3f3 h6h7 c3c8 g6g8,1718,231,100,6,endgame,https://lichess.org/psFvxAC5/black#84,,,2026-06-08
Z7cgY,4r3/pp4kp/2p2np1/2q1p3/2B1P2Q/4NP2/PPPKn1P1/7R b - - 4 25,e2f4 e3f5 g6f5 h4h6 g7h8 h6f6,2291,80,100,61,middlegame,https://lichess.org/qZVPxP5q/black#50,,,2026-06-01
Z8EKR,3r1r1k/p6p/5qp1/p3p3/4B3/P6Q/5PPP/2R2RK1 w - - 0 28,c1c7 f6f2 f1f2 d8d1 f2f1 d1f1,1303,186,100,17,middlegame,https://lichess.org/hIipqnfh#55,,,2026-06-08
Z8Iqy,4r1k1/5pbp/6p1/8/1qp5/4B1P1/1PQ2PP1/3R2K1 w - - 0 28,e3d4 e8e1 g1h2 e1d1 c2d1 b4d6,2171,76,100,139,endgame,https://lichess.org/DiaP7CL3#55,,,2026-06-01
Z8JQO,1r4k1/p4pp1/5q1p/2bpp3/2n3QP/2N3B1/P4PP1/2R3K1 b - - 5 30,b8b2 g4c8 c5f8 c3d5,1982,77,100,61,master middlegame,https://lichess.org/00O6Zhsf/black#60,,,2026-06-04
Z8Qne,r2qk1nr/pp3pp1/2n3p1/2b5/3p4/6N1/PPP2PPP/R1BQKB1R w KQkq - 0 11,f1b5 d8a5 c1d2 a5b5 d1e2 b5e2,1813,183,100,6,opening,https://lichess.org/2781AQ5Q#21,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,,2026-06-07
Z98fa,r2q1rk1/pb1nbppp/1p2p3/3P2B1/3N3Q/2NB4/PPP3PP/R4RK1 b - - 0 13,e7g5 h4h7,1166,124,100,15,middlegame,https://lichess.org/NyyK2eHg/black#26,Blackmar-Diemer_Gambit_Declined Blackmar-Diemer_Gambit_Declined_Weinsbach_Defense,,2026-06-04
ZA0eX,6k1/2p5/3p2K1/P2P4/5r2/2Q2Nn1/6q1/6R1 b - - 4 56,g2f3 c3g7,1539,97,100,30,endgame master,https://lichess.org/V8liHQM6/black#112,,,2026-06-07
ZAEnm,2r2b1k/pp3p1p/5Pp1/4p1P1/3pPn2/1q1B3P/2PK1Q2/3R3R w - - 3 23,c2b3 f8b4,1132,399,100,6,middlegame,https://lichess.org/HUx4iKgy#45,,,2026-06-06
ZAMFl,8/3Nk3/4Pp2/5P2/4K3/8/8/3r4 b - - 2 59,d1d7 e6d7 e7d8 e4d4,2000,81,100,38,endgame,https://lichess.org/UwZcbdJR/black#118,,,2026-06-04
ZARuq,8/pp3p1p/5p2/2k2P2/5rP1/PK5P/2PN4/8 b - - 5 41,f4f2 d2e4 c5d4 e4f2,881,141,100,16,endgame,https://lichess.org/sFgMlSvs/black#82,,,2026-06-06
ZAbJi,5r1k/p2q2p1/1ppP1r1p/2P1QN2/1b6/5R1P/P5P1/5R1K w - - 0 29,f5e7 f6f3 f1f3 f8f3,1309,88,100,80,middlegame,https://lichess.org/qoGnEGM6#57,,,2026-06-02
ZBEeq,6k1/1p3rpp/p1qrp3/8/1P1pRP2/P2Q2P1/4R2P/6K1 w - - 7 33,e4d4 c6b6 e2e4 f7d7 d3e3 d6d4 e4e6 d4d1,1969,135,100,16,endgame,https://lichess.org/731y0uY4#65,,,2026-06-07
ZBaFF,r2qk2r/pb1n1pp1/1p1ppP2/2p3Np/3P1P1P/2NB2P1/PPP1Q3/3n1RK1 b kq - 0 15,d1c3 e2e6 f7e6 d3g6 e8f8 g5e6 f8g8 f6f7,1810,296,100,16,master middlegame,https://lichess.org/1KCOPi15/black#30,Horwitz_Defense Horwitz_Defense_Other_variations,,2026-06-07
ZBcTe,2K5/1P5R/8/8/8/6k1/7p/2r5 w - - 9 61,h7c7 h2h1q c7c1 h1c1,1913,336,100,5,endgame,https://lichess.org/5DJx4MjS#121,,,2026-06-07
ZBf5N,2k1r2r/1bpq1p1p/3b2p1/1p2NnP1/1P1n3P/2BP4/Q3PPB1/R3K2R b KQ - 0 20,e8e5 a2a8 b7a8 a1a8,1521,135,100,32,middlegame,https://lichess.org/e3MmbRNY/black#40,,,2026-06-04
ZBgl8,8/6Rp/2b1P3/2N4P/1P1B1bP1/2P4K/3n4/5k2 w - - 1 54,g7f7 c6g2 h3h4 d2f3,947,345,100,1,endgame,https://lichess.org/ALYxypPG#107,,,2026-06-07
ZBypz,r3r1k1/ppqn1p1p/2p1p1pQ/7n/2PP2b1/2N2N2/PP2B1PP/3R1R1K b - - 0 16,c7f4 f3g5 f4g5 h6g5,1466,112,100,30,middlegame,https://lichess.org/oPcUYS42/black#32,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,,2026-06-06
ZC8dz,r1br2k1/1pQ2ppp/p1n1p3/4P1P1/3q4/2N5/PPP3PP/R4R1K b - - 2 17,d4e5 c7f7 g8h8 f7f8 d8f8 f1f8,1371,198,100,3,middlegame,https://lichess.org/gpPOrEhz/black#34,Sicilian_Defense Sicilian_Defense_Sozin_Attack,,2026-06-07
ZCCi0,8/p6p/1p3k2/2p1bpp1/2Pp4/P2P1K1B/5P2/5N2 w - - 0 40,f1g3 g5g4 h3g4 f5g4 f3g4 e5g3,1096,228,100,2,endgame,https://lichess.org/LPiVBftT#79,,,2026-06-08
ZCDUx,r4rk1/6b1/3pRq1p/2pP2p1/ppP2p2/3P1P2/PP1Q3B/2K4R b - - 3 27,f6d4 h2g1 d4b2 d2b2 g7b2 c1b2,1637,77,100,115,middlegame,https://lichess.org/GLXllmwI/black#54,,,2026-06-03
ZCDsX,r2q1b1r/pp2kpp1/4R3/1B1P3p/6Q1/2N5/PP1K1PPP/n1B5 b - - 0 14,f7e6 g4e6,1621,124,100,11,middlegame,https://lichess.org/tCxmhadv/black#28,English_Opening English_Opening_Caro-Kann_Defensive_System,,2026-06-06
ZCFYj,4r1k1/p5pp/1pq1r3/2p1p3/2P1R2P/5PP1/PP2Q2K/4R3 w - - 1 35,e4e5 e6e5 e2e5 e8e5,867,92,100,41,endgame,https://lichess.org/F9aG8ceU#69,,,2026-06-05
ZCTrN,r3r1k1/5ppp/p1QR1n2/1p3q2/8/2P1B3/P4PPP/3R2K1 b - - 0 20,e8c8 c6a8 c8a8 d6d8 f6e8 d8a8,1822,107,100,13,middlegame,https://lichess.org/wDJnksJd/black#40,,,2026-06-05
ZCpl2,2r3k1/1p3pp1/p6p/8/P3q3/8/5PPP/4Q1K1 w - - 0 32,e1e4 c8c1 e4e1 c1e1,1011,196,100,4,endgame,https://lichess.org/byJoJcoO#63,,,2026-06-05
ZD4cN,2k2r2/pq3p2/5b2/8/8/Q5PP/PPP5/1K2R3 b - - 4 29,f8g8 a3c5 b7c7 c5f5,1502,78,100,135,endgame,https://lichess.org/F3RbrwMI/black#58,,,2026-06-01
ZDf5j,3r1rk1/1p3pp1/p5P1/1b2qP2/3p4/4p3/PPP5/R1KQ3R b - - 0 24,e5f5 h1h8 g8h8 d1h1 f5h3 h1h3 h8g8 h3h7,1766,320,100,3,middlegame,https://lichess.org/TB4o1wnt/black#48,,,2026-06-06
ZDmzj,3R2k1/8/r2PN2p/5P2/6P1/1pb5/4n1KP/8 b - - 1 38,g8f7 d8f8,953,167,100,5,endgame master,https://lichess.org/ApuLPe8w/black#76,,,2026-06-05
ZEKHv,r1bq1rk1/4bppp/p1p2n2/2p1p3/4P3/1PNP1N2/PBP3PP/R2Q1RK1 w - - 0 12,f3e5 d8d4 g1h1 d4e5,1038,229,100,5,middlegame,https://lichess.org/H9dhiq8u#23,Sicilian_Defense Sicilian_Defense_Grand_Prix_Attack,,2026-06-03
ZEhN7,2k5/1pprrp1Q/q6p/3nP1p1/p2P4/P1P2RBP/1P4P1/5RK1 w - - 2 27,f3f7 a6f1 f7f1 e7h7,1677,75,100,83,middlegame,https://lichess.org/34Rp4wax#53,,,2026-06-06
ZFCeS,6k1/1p3p1p/3R2p1/2B5/1P2qP2/4Nn2/5P2/5K2 b - - 0 38,e4f4 d6d8 g8g7 c5f8 g7f6 e3d5 f6f5 d5f4,1533,195,100,9,endgame,https://lichess.org/zpQTLD3U/black#76,,,2026-06-08
ZFNzx,4b3/1q2k1p1/3bpp1p/p2p4/P2P1PP1/1PQ1B2P/4NK2/8 w - - 0 33,c3a5 d6b4 a5b4 b7b4,1577,75,100,192,endgame,https://lichess.org/ku3oySPC#65,,,2026-06-02
ZFPb1,2rr2k1/R4ppp/1p2p3/2p5/2PPRB2/8/5PPP/6K1 w - - 0 30,d4c5 d8d1 e4e1 d1e1,998,154,100,14,endgame,https://lichess.org/NQjpyYNb#59,,,2026-06-02
ZFS5R,7r/3R1pk1/p3B3/4P1p1/5nKp/5P2/P4n1P/4R3 w - - 0 35,g4g5 f4e6 g5f5 h8h5,1476,107,100,58,endgame,https://lichess.org/VpiUs1Ux#69,,,2026-06-06
ZFwQl,2q4k/6p1/7p/3R4/1QP2P2/P5PK/1P2r3/8 w - - 5 48,f4f5 c8e8 c4c5 e8h5 b4h4 h5f3,1958,151,100,13,endgame,https://lichess.org/kCzVeqHc#95,,,2026-06-08
ZG7Kl,8/8/5P2/8/6K1/6p1/7k/8 w - - 1 56,g4f3 g3g2 f6f7 g2g1q f7f8q g1f1 f3e4 f1f8,1207,93,100,23,endgame,https://lichess.org/syzKNMfp#111,,,2026-06-02
ZGAz1,r3r1k1/pp3p1p/5Bp1/2qb4/5R1Q/8/PP4PP/R6K b - - 1 21,c5d6 h4h7 g8h7 f4h4 h7g8 h4h8,1477,98,100,97,middlegame,https://lichess.org/7OVuzqTD/black#42,,,2026-06-02
ZGL8M,3r1rk1/pp3ppp/1bp5/4P2q/4bP2/1P1p1NQP/PB4P1/3R1R1K b - - 3 23,f7f5 e5e6 h5g6 g3g6 h7g6 e6e7,1848,111,100,14,middlegame,https://lichess.org/ftK37zmF/black#46,,,2026-06-06
ZGaAD,4Q1k1/p1p3pp/5r2/3p4/3P1p1q/2P2B2/PP3PPP/6K1 b - - 1 24,f6f8 f3d5 g8h8 e8f8,1179,149,100,10,endgame,https://lichess.org/qBfDzNf1/black#48,,,2026-06-02
ZGso4,5rk1/ppp1R1pp/6r1/3p4/3p4/P4nNP/1PP2PK1/R7 b - - 6 23,f8f7 e7e8 f7f8 e8f8 g8f8 g2f3,1183,158,100,39,endgame,https://lichess.org/0Kn4lU2l/black#46,,,2026-06-02
ZH0Yc,7k/6p1/1R6/2r4p/2P5/4P3/5PPP/rN4K1 w - - 0 31,b6b4 c5c4 b4b8 h8h7,1048,294,100,5,endgame,https://lichess.org/65et4zqZ#61,,,2026-06-08
ZIINv,2r4k/p6p/1p1q2p1/3N2Pn/3PpP2/PQ2Bn1P/1P3PK1/5R2 w - - 3 29,d5c3 h5f4 e3f4 d6f4,1181,219,100,11,middlegame,https://lichess.org/0psAJ8XX#57,,,2026-06-08
ZIMaW,1q3r1k/4Q1pp/3p4/p3np2/2P1BB2/1r6/3R2PP/3R3K b - - 0 32,f5e4 f4e5 d6e5 d2d8 b8d8 e7d8,1956,85,100,33,middlegame,https://lichess.org/xmV9eetc/black#64,,,2026-06-07
ZIPVH,3r1r2/p6Q/4pkB1/5p2/1p3N2/4P3/Pq3PP1/R3K3 w Q - 0 26,h7h4 f6e5 a1d1 b2c3 e1e2 c3c2,2190,104,100,22,middlegame,https://lichess.org/qLmM2rHg#51,,,2026-06-07
ZIVRo,3r3k/1pRb4/p6q/3PPPb1/5pQ1/6p1/P5N1/5KB1 w - - 1 40,e5e6 d7b5 f1e1 h6h1 c7h7 h8h7,2221,78,100,85,middlegame,https://lichess.org/8L4OUTZF#79,,,2026-06-07
ZIowR,3q1r1k/R5p1/Q1p4p/p7/3p4/PP5P/KP6/8 w - - 0 36,a6a5 d8a5 a7a5 d4d3,2069,77,100,62,endgame,https://lichess.org/wSsaKPF4#71,,,2026-06-03
ZIrd1,r1r5/p1P2k2/2R1p2p/1P1pqp2/P3n3/4QP1P/4N2K/5R2 w - - 1 35,h2g2 c8g8 g2h1 e4g3 e2g3 e5e3,1458,156,100,27,middlegame,https://lichess.org/WRW4PmMs#69,,,2026-06-07
ZJZnZ,8/8/4k2p/5pp1/2p2P2/2P1K1P1/7P/8 b - - 1 38,e6d5 f4g5 h6g5 h2h4 f5f4 e3f3 f4g3 h4g5,1954,208,100,12,endgame,https://lichess.org/Lq41Plvl/black#76,,,2026-06-08
ZK8iI,1r1q1rk1/Q4ppp/3p4/3bbn2/4N3/2P5/PP3PPP/R1B1RBK1 w - - 1 18,f2f4 e5d4 c3d4 b8a8,2132,126,100,10,middlegame,https://lichess.org/RNoLNnLH#35,Ruy_Lopez Ruy_Lopez_Berlin_Defense,,2026-06-02
ZK9qT,r4r1k/5p1p/p1N1q1p1/1pp1p1Q1/4P3/P2P3P/RPP2PP1/4K2R b K - 0 20,e6a2 g5f6 h8g8 c6e7,1448,131,100,35,endgame,https://lichess.org/jRncd3n8/black#40,,,2026-06-02
ZKUuC,4r3/1p3Bpk/8/p5p1/3P4/2P1n3/P1P5/1K2R3 b - - 3 28,e8e7 e1h1,1153,164,100,19,endgame,https://lichess.org/Bqt6hHCr/black#56,,,2026-06-01
ZKZE8,5rk1/p1p2ppp/4p1b1/4q3/6P1/2P2Q1P/P1P5/1R3RK1 b - - 1 19,g6c2 f3f7 f8f7 b1b8 f7f8 f1f8,1548,76,100,113,endgame,https://lichess.org/MBIW3DJS/black#38,,,2026-06-01
ZKp82,8/5kp1/4pp1p/3r4/3P4/3R2P1/3R1PP1/2r3K1 w - - 7 43,g1h2 d5h5,1026,186,100,11,endgame,https://lichess.org/sDCsSswV#85,,,2026-06-08
ZKpGw,3rk2r/ppq1bpp1/2p1pn2/6Np/3P2nP/2P1BQN1/PP3PP1/R4RK1 w k - 3 15,g3e4 c7h2,1135,114,100,51,middlegame,https://lichess.org/ctKrrqHh#29,Caro-Kann_Defense Caro-Kann_Defense_Main_Line,,2026-06-02
ZKuuO,3k2r1/2p2p2/1p1p1n2/3b2q1/8/1P2P3/P1PPQ1BR/5RK1 w - - 10 27,e2f2 f6g4 f2h4 g4h2 h4g5 g8g5,1845,75,100,75,middlegame,https://lichess.org/yFEbWaM0#53,,,2026-06-03
ZL1Ci,8/1p6/p3p3/2k5/P3KP2/1P6/1N1b4/8 w - - 8 59,e4e5 d2c3 e5e4 c3b2,1059,212,100,5,endgame master,https://lichess.org/UWXQHnRK#117,,,2026-06-07
